Compound_id;Compound_common_name;Compound_synonyms;Molecular_weight;Chemical_formula;Smiles;Links;EC;Reaction_equation;Pathway
CPD-14992;"quercetin 3-O-(4\""-O-p-coumaroyl)-glucoside";;610.527;C30 H26 O14 ;C(OC4(C(O)C(O)C(OC3(C(=O)C1(C(=CC(O)=CC(O)=1)OC(C2(C=C(O)C(O)=CC=2))=3)))OC4CO))(=O)C=CC5(C=CC(O)=CC=5);PUBCHEM:90658073;EC-2.3.1;"4-coumaroyl-CoA + quercetin-3-glucoside + quercetin-3-glucoside + 4-coumaroyl-CoA + H+ + H+  ->  quercetin 3-O-(4\""-O-p-coumaroyl)-glucoside + coenzyme A + coenzyme A";flavonol acylglucoside biosynthesis III - quercetin derivatives
CPD-9211;alpha-solanine;;869.077;C45 H74 N1 O15 ;CC3(C[N+]2(C1(CC4(C(C1C(C2CC3)C)(C)CCC5(C4CC=C9(C5(C)CCC(OC6(OC(C(O)C(C6OC7(OC(C)C(C(C7O)O)O))OC8(OC(CO)C(C(C8O)O)O))CO))C9))))));CHEBI:9188*PUBCHEM:25245960;EC-2.4.1;beta-solanine + UDP-beta-L-rhamnose  ->  alpha-solanine + UDP;alpha-solanine/alpha-chaconine biosynthesis
CPD-15287;"pelargonidin 3-O-(6\""-O-malyl-beta-D-glucoside)";;547.448;C25 H23 O14 ;C(OC(CC(O)C([O-])=O)=O)C1(OC(C(O)C(O)C(O)1)OC2(=CC4(=C([O+]=C2C3(C=CC(O)=CC=3))C=C(O)C=C([O-])4)));PUBCHEM:90657500;EC-2.3.1;"pelargonidin-3-O-beta-D-glucoside + 1-O-malyl-beta-D-glucose + H+  ->  pelargonidin 3-O-(6\""-O-malyl-beta-D-glucoside) + D-glucopyranose";anthocyanidin 3-malylglucoside biosynthesis (acyl-glucose dependent)
CPD-4204;trans-zeatin riboside diphosphate;ZDP*zeatin diphosphate*tZRDP;508.297;C15 H20 N5 O11 P2 ;CC(=CCNC3(=NC=NC2(N(C1(C(C(C(O1)COP(OP(=O)([O-])[O-])([O-])=O)O)O))C=NC=23)))CO;CHEBI:87950*CHEBI:71875*PUBCHEM:25244664*LIGAND-CPD:C16429;RXN-4312;trans-zeatin riboside diphosphate + H2O  ->  trans-zeatin riboside monophosphate + phosphate + H+;trans-zeatin biosynthesis
CPD-16542;"cyanidin 3-O-(6\""-O-malonyl)-beta-glucoside";cyanidin 3-(6'-malonylglucoside)*Cyanidin 3-O-(6'-O-malonylglucoside);532.414;C24 H20 O14 ;C(OC(CC(=O)[O-])=O)C1(OC(C(C(C1O)O)O)OC2(=CC4(C(=CC(=CC([O+]=C2C3(C=C(O)C(=CC=3)O))=4)[O-])[O-])));PUBCHEM:102515475*LIGAND-CPD:C12643*CHEBI:31442*PUBCHEM:443915;EC-2.3.1;"cyanidin 3-O-(6\""-O-malonyl)-beta-glucoside + malonyl-CoA  ->  cyanidin 3-O-(3'',6''-O-dimalonyl-beta-glucopyranoside) + coenzyme A";cyanidin dimalonylglucoside biosynthesis
CPD-12102;(20S)-ginsenoside Rg3;20(S)-ginsenoside Rg3*20(S)-propanaxidiol;785.023;C42 H72 O13 ;CC(C)=CCCC(C)(O)[CH]1(CCC6(C)([CH]1C(O)C[CH]5(C(C)(CC[CH]2(C(C)(CCC(C(C)(C)2)OC4(OC(CO)C(C(O)C(OC3(OC(CO)C(C(O)C(O)3)O))4)O))5))6)));PUBCHEM:45479443*LIGAND-CPD:C20778*PUBCHEM:9918693*METABOLIGHTS:MTBLC67991*HMDB:HMDB39546*CHEBI:67991;EC-3.2.1.193;(20S)-ginsenoside Rg3 + H2O  ->  (20S)-ginsenoside Rh2 + D-glucopyranose;ginsenoside degradation III
R-VICIANIN;R-vicianin;[mandelonitrile &beta;;;;;;;
CPD-8665;beta-D-gentiobiosyl beta-D-glucosyl crocetin;crocetin gentiobiosylglucosyl ester;814.833;C38 H54 O19 ;CC(C=CC=C(C)C(=O)OC1(C(C(O)C(C(O1)CO)O)O))=CC=CC=C(C)C=CC=C(C)C(=O)OC2(OC(C(C(C2O)O)O)COC3(C(C(O)C(C(CO)O3)O)O));HMDB:HMDB02376*CHEBI:62771*LIGAND-CPD:C17513*PUBCHEM:9940690;EC-2.4.1.330;UDP-alpha-D-glucose + beta-D-gentiobiosyl beta-D-glucosyl crocetin  ->  crocin + UDP + H+;crocetin esters biosynthesis
CPD-7844;delphinidin 3-O-sophoroside;;626.524;C27 H30 O17 ;C(O)C1(C(O)C(O)C(O)C(O1)OC2(C(O)C(O)C(CO)OC2OC4(C(C3(C=C(O)C(O)=C(O)C=3))=[O+]C5(=C(C=4)C([O-])=CC(O)=C5))));PUBCHEM:25245976*LIGAND-CPD:C16307;EC-2.4.1;UDP-alpha-D-glucose + delphinidin-3-O-beta-D-glucoside  ->  delphinidin 3-O-sophoroside + UDP;superpathway of anthocyanin biosynthesis (from delphinidin 3-O-glucoside)
CPD-11519;3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyoctanoyl)-CoA;OPC8-3-hydroxyacyl-CoA*3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octa-3-hydroxy-2-enoyl-CoA;1055.92;C39 H60 N7 O19 P3 S1 ;CCC=CCC1(C(CCC(=O)1)CCCCCC(O)CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-])=O);PUBCHEM:126961152*PUBCHEM:44237307;EC-1.1.1.35;3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyoctanoyl)-CoA + NAD+  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxooctanoyl)-CoA + NADH + H+;jasmonic acid biosynthesis
NADH;NADH;NADH<sub>2</sub>*NADH2*dihydrodiphosphopyridine nucleotide*diphosphopyridine nucleotide reduced*dihydronicotinamide adenine dinucleotide*nicotinamide adenine dinucleotide reduced*NAD-reduced*NADH+H+*DPNH*&beta;;;;;;;
DTDP-RHAMNOSE;dTDP-beta-L-rhamnose;dTDP-6-deoxy-&beta;;;;;;;
CPD-9407;(2S)-methylsuccinyl-CoA;;876.595;C26 H37 N7 O19 P3 S1 ;CC(CC(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];CHEBI:84866*PUBCHEM:90659890;EC-1.3.3.M3;(2S)-methylsuccinyl-CoA + oxygen  ->  2-methylfumaryl-CoA + hydrogen peroxide;crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)
DAPHNIN;daphnin;7-(beta-D-glucopyranosyloxy)-8-hydroxycoumarin;340.286;C15 H16 O9 ;C2(C=C(OC1(OC(CO)C(O)C(O)C(O)1))C(O)=C3(OC(=O)C=CC=23));CHEMSPIDER:16735762*PUBCHEM:439499*CHEBI:17989*LIGAND-CPD:C01421*CAS:486-55-5;EC-3.2.1;daphnin + H2O  ->  daphnetin + D-glucopyranose;daphnin interconversion
CPD-14976;"kaempferol 3-O-(6\""-O-p-coumaroyl)-glucoside";tiliroside;594.528;C30 H26 O13 ;C(OCC4(OC(OC3(C(=O)C1(C(=CC(O)=CC(O)=1)OC(C2(C=CC(O)=CC=2))=3)))C(O)C(O)C(O)4))(=O)C=CC5(C=CC(O)=CC=5);LIGAND-CPD:C17140*CHEBI:80944*CHEMSPIDER:4478707*PUBCHEM:5320686;EC-2.3.1;"4-coumaroyl-CoA + kaempferol 3-O-(6\""-O-p-coumaroyl)-glucoside + 4-coumaroyl-CoA  ->  kaempferol 3-O-(3\"",6\""-O-di-p-coumaroyl)-glucoside + coenzyme A + coenzyme A";flavonol acylglucoside biosynthesis I - kaempferol derivatives
10-DEACETYL-2-DEBENZOYLBACCATIN-III;10-deacetyl-2-debenzoylbaccatin III;;440.489;C22 H32 O9 ;CC4(C(O)CC3(O)(C(O)[CH]2(C1(COC1CC(O)C(C)2C(=O)C(O)C(C(C)(C)3)=4)(OC(=O)C))));REFMET:10-deacetyl-2-debenzoylbaccatin III*CHEMSPIDER:391702*PUBCHEM:443489*CHEBI:32897*LIGAND-CPD:C11899;EC-2.3.1.166;10-deacetyl-2-debenzoylbaccatin III + benzoyl-CoA  ->  10-deacetylbaccatin III + coenzyme A;taxol biosynthesis
CPD-16624;des-methyl avenacin A-1;;1080.228;C54 H81 N1 O21 ;CC2(C=O)(C(OC(=O)C1(C(N)=CC=CC=1))CC4(C)([CH](C2)C35(OC3C[CH]6(C(C)(C(C)(CC(O)4)5)CC[CH]%10(C(C)6CCC(OC9(OCC(OC7(OC(CO)C(O)C(O)C(O)7))C(O)C(OC8(OC(CO)C(O)C(O)C(O)8))9))C(CO)(C)%10)))));PUBCHEM:90658623;EC-2.3.1;des-acyl avenacin A + anthraniloyl-O-glucopyranose  ->  des-methyl avenacin A-1 + D-glucopyranose;des-methyl avenacin A-1 biosynthesis
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET;2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol;CDP-ME-2P*CDP-methyl-D-erylthritol 2-phosphate*4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate*4-diphosphocytidyl-2-C-methylerythritol 2-phosphate;597.259;C14 H22 N3 O17 P3 ;CC(OP([O-])([O-])=O)(CO)C(O)COP(OP([O-])(=O)OCC2(C(C(O)C(N1(C(N=C(C=C1)N)=O))O2)O))([O-])=O;BIGG:2p4c2me*BIGG:216335*CHEBI:57919*PUBCHEM:46878430*LIGAND-CPD:C11436;EC-4.6.1.12;2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol  ->  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + CMP;methylerythritol phosphate pathway I
CPD-13328;6'-hydroxyferuloyl-CoA;;955.673;C31 H40 N7 O20 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC1(C=C(OC)C(O)=CC(O)=1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-];PUBCHEM:52940197;RXN-12350;6'-hydroxyferuloyl-CoA  ->  scopoletin + coenzyme A;coumarins biosynthesis (engineered)
CPD-14732;linalyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside;linalyl &beta;;;;;;;
CPD-8006;quercetin 7-O-glucoside;quercimeritrin;463.374;C21 H19 O12 ;C(C4(OC(OC1(=CC2(OC(=C(C(C(C(=C1)O)=2)=O)[O-])C3(C=C(C(=CC=3)O)O))))C(C(C4O)O)O))O;PUBCHEM:91820114*METABOLIGHTS:MTBLC28529*LIPID_MAPS:LMPK12112179*CHEBI:28529*PUBCHEM:25246010*LIGAND-CPD:C03430;EC-2.4.1;UDP-alpha-D-glucose + quercetin 7-O-glucoside + quercetin 7-O-glucoside + UDP-alpha-D-glucose  ->  UDP + quercetin 3,7-O-diglucoside + quercetin 3,7-O-diglucoside + UDP;quercetin glucoside biosynthesis (Allium)
UDP-L-RHAMNOSE;UDP-beta-L-rhamnose;UDP-rhamnose;548.29;C15 H22 N2 O16 P2 ;CC3(OC(OP(OP(=O)([O-])OCC1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2)))([O-])=O)C(O)C(O)C(O)3);PUBCHEM:86290151*CHEBI:83836*CHEBI:17454*PUBCHEM:91820115*PUBCHEM:25246011*HMDB:HMDB12305*CHEBI:9816*PUBCHEM:25246011*LIGAND-CPD:C02199;EC-2.4.1;pelargonidin-3-O-beta-D-glucoside + UDP-beta-L-rhamnose  ->  pelargonidin-3-O-rutinoside + UDP;pelargonidin conjugates biosynthesis
CPD-9475;gypsogenate-28-beta-D-glucoside;gypsogenic acid-28-beta-D-glucoside;647.824;C36 H55 O10 ;CC5(CCC4(CCC1(C(=CCC2(C1(CCC3(C2(CCC(C3(C)C(=O)[O-])O)C))C))C4C5)C)C(=O)OC6(C(C(C(C(CO)O6)O)O)O))C;PUBCHEM:25244752;EC-2.4.1;UDP-alpha-D-glucose + gypsogenate  ->  gypsogenate-28-beta-D-glucoside + UDP;saponin biosynthesis III
CPD-14271;3-oxoicosanoyl-CoA;3-oxoicosanoyl-CoA;1072.006;C41 H68 N7 O18 P3 S1 ;CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1(C(OP(=O)([O-])[O-])C(O)C(O1)N3(C=NC2(C(N)=NC=NC=23))))=O;REFMET:3-oxoicosanoyl-CoA*PUBCHEM:70678676*CHEBI:65115;EC-1.1.1.330;(3R)-3-hydroxy-arachidoyl-CoA + NADP+  <-  3-oxoicosanoyl-CoA + NADPH + H+;very long chain fatty acid biosynthesis II
GDP-MANNOSE;GDP-alpha-D-mannose;guanosine pyrophosphate mannose*guanosine diphosphomannose*guanosine diphosphate mannose*GDP-mannose;603.329;C16 H23 N5 O16 P2 ;C(OP([O-])(=O)OP([O-])(=O)OC1(OC(C(O)C(O)C(O)1)CO))C2(C(O)C(O)C(O2)N4(C=NC3(C(=O)NC(N)=NC=34)));BIGG:gdpmann*METABOLIGHTS:MTBLC57527*HMDB:HMDB01163*BIGG:1460457*CHEBI:57527*PUBCHEM:46878389*CAS:18441-12-8*CAS:3123-67-9*LIGAND-CPD:C00096;EC-4.2.1.47;GDP-alpha-D-mannose  ->  GDP-4-dehydro-alpha-D-rhamnose + H2O;GDP-L-fucose biosynthesis I (from GDP-D-mannose)
CPD-8253;fagopyritol B1;2-<i>O</i>-&alpha;;;;;;;
CPD-1103;taxiphyllin;(R)-4-hydroxymandelonitrile &beta;;;;;;;
CPD-9250;ginsenoside Rb1;;1109.307;C54 H92 O23 ;CC(C)=CCCC(C)(OC2(C(O)C(C(O)C(COC1(C(O)C(O)C(O)C(CO)O1))O2)O))[CH]3(CCC4([CH]3C(O)C[CH]5(C4(C)CC[CH]6(C5(C)CCC(C(C)(C)6)OC7(C(C(C(O)C(CO)O7)O)OC8(C(O)C(C(O)C(CO)O8)O)))))C);PUBCHEM:25203503*LIGAND-CPD:C20713*PUBCHEM:9898279*METABOLIGHTS:MTBLC67989*DRUGBANK:DB06749*CHEBI:67989;EC-2.4.1.314;UDP-alpha-D-glucose + ginsenoside Rd  ->  ginsenoside Rb1 + UDP + H+;ginsenosides biosynthesis
CPD0-2106;3-oxooctanoyl-CoA;;903.684;C29 H44 N7 O18 P3 S1 ;CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];REFMET:3-oxooctanoyl-CoA*BIGG:3oocoa*HMDB:HMDB03941*BIGG:45463*CHEBI:62619*PUBCHEM:46173417*LIGAND-CPD:C05267;EC-2.3.1;4-coumaroyl-CoA + 3-oxooctanoyl-CoA + H2O  ->  4-coumaroylhexanoylmethane + CO2 + 2 coenzyme A;6-gingerol analog biosynthesis (engineered)
CPD-15006;1-O-vanilloyl-beta-D-glucose;;330.291;C14 H18 O9 ;COC1(=CC(=CC=C(O)1)C(=O)OC2(OC(CO)C(O)C(O)C(O)2));LIGAND-CPD:C20470*PUBCHEM:14132344*CHEBI:71512;EC-2.4.1.300;cyanidin-3-O-beta-D-glucoside + 1-O-vanilloyl-beta-D-glucose  ->  cyanidin 3,7-di-O-beta-D-glucoside + vanillate;cyanidin diglucoside biosynthesis (acyl-glucose dependent)
CPD-16538;"cyanidin 3-O-[2\""-O-(xylosyl)-6\""-O-(p-coumaroyl) glucoside] 5-O-malonylglucoside";arabidopsis anthocyanin A5;975.84;C44 H47 O25 ;C(OC(=O)CC(=O)O)C7(C(O)C(O)C(O)C(OC6(=C4(C([O+]=C(C(OC2(OC(C(O)C(O)C(OC1(OCC(O)C(O)C(O)1))2)COC(C=CC3(C=CC(O)=CC=3))=O))=C4)C5(=CC(O)=C(O)C=C5))=CC(O)=C6)))O7);PUBCHEM:90658134;EC-2.3.1;"cyanidin 3-O-[2\""-O-(xylosyl)-6\""-O-(p-coumaroyl) glucoside] 5-O-malonylglucoside + 1-O-sinapoyl-beta-D-glucose  ->  cyanidin 3-O-[2\""-O-(2\""'-O-(sinapoyl) xylosyl) 6\""-O-(p-coumaroyl) glucoside] 5-O-[6\""\""-O-(malonyl) glucoside + D-glucopyranose";anthocyanidin modification (Arabidopsis)
CPD1F-453;kaempferol-3-glucoside;astragalin*kaempferol-3-<i>O</i>-D-glucoside*kaempferol 3-<i>O</i>-&beta;;;;;;;
CPD-16561;violdelphin;delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucosyl)-oxybenzoyl)-glucoside);1175.023;C53 H58 O30 ;CC9(C(O)C(O)C(O)C(OCC1(C(O)C(O)C(O)C(O1)OC3(C(C2(C=C(O)C(O)=C(O)C=2))=[O+]C8(C(C=3)=C([O-])C=C(OC7(OC(COC(=O)C6(C=CC(OC5(OC(COC(=O)C4(C=CC(O)=CC=4))C(O)C(O)C(O)5))=CC=6))C(O)C(O)C(O)7))C=8))))O9);PUBCHEM:90659258*PUBCHEM:3083066*CHEMSPIDER:2340380;EC-2.3.1;delphinidin 3-O-rutinoside-7-O-(6-O-(4-O-(glucosyl)-oxybenzoyl)-glucoside) + 1-O-4-hydroxybenzoyl-beta-D-glucose  ->  violdelphin + D-glucopyranose;violdelphin biosynthesis
CPD-12173;(S)-3-hydroxy-isobutanoyl-CoA;(<i>S</i>)-3-hydroxy-2-methylpropanoyl-CoA*(<i>S</i>)-3-hydroxy-isobutyryl-coenzyme A*(<i>S</i>)-3-Hydroxy-2-methylpropionyl-CoA*(<i>S</i>)-&beta;;;;;;;
CPD-204;gibberellin A8;gibberellin A<sub>8</sub>*GA<sub>8</sub>*GA8*2&beta;;;;;;;
CPD-15363;(11Z)-icosenoyl-CoA;20:1 <i>cis</i>-11*(11Z)-icos-11-enoyl-CoA;1056.006;C41 H68 N7 O17 P3 S1 ;CCCCCCCCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];REFMET:11Z-eicosenoyl-CoA*CHEBI:74069*PUBCHEM:71581011*LIPID_MAPS:LMFA07050056*LIGAND-CPD:C16530;EC-2.3.1.23;(11Z)-icosenoyl-CoA + a glycerolipid  <-->  a [glycerolipid]-(11Z)-eicosenoate + coenzyme A;hydroxylated fatty acid biosynthesis (plants)
CPD-1083;(E)-2-methylcrotonoyl-CoA;methylcrotonyl-CoA*trans-2-methylbut-2-enoyl-CoA*2-methylbut-2-enoyl-CoA*tigloyl-CoA*tiglyl-CoA*2-methyl-crotonyl-CoA*(<i>E</i>)-2-methylbut-2-enoyl-CoA;845.604;C26 H38 N7 O17 P3 S1 ;CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];REFMET:2-methylcrotonoyl-CoA*PUBCHEM:45266534*CHEBI:15478*HMDB:HMDB02054*CHEBI:1199*PUBCHEM:25244790*CAS:6247-62-7*LIGAND-CPD:C03345;EC-2.3.1.93;13-hydroxylupanine + (E)-2-methylcrotonoyl-CoA  ->  13-[(E)-2-methylcrotonoyl]oxylupanine + coenzyme A;lupanine biosynthesis
CPD-16604;cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(6-O-(p-hydroxybenzoyl)-glucosyl)-oxybenzoyl)-glucoside);;1012.881;C47 H48 O25 ;C(O)C1(C(O)C(O)C(O)C(O1)OC3(C(C2(C=CC(O)=C(O)C=2))=[O+]C8(C(C=3)=C([O-])C=C(OC7(OC(COC(=O)C6(C=CC(OC5(OC(COC(=O)C4(C=CC(O)=CC=4))C(O)C(O)C(O)5))=CC=6))C(O)C(O)C(O)7))C=8)));PUBCHEM:90659261;EC-2.3.1;cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(glucosyl)-oxybenzoyl)-glucoside) + 1-O-4-hydroxybenzoyl-beta-D-glucose  ->  cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(6-O-(p-hydroxybenzoyl)-glucosyl)-oxybenzoyl)-glucoside) + D-glucopyranose;cyanidin 3,7-diglucoside polyacylation biosynthesis
UDP-OHMYR-GLUCOSAMINE;UDP-3-O-(3-hydroxymyristoyl)-alpha-D-glucosamine;UDP-3-<i>O</i>-(3-hydroxytetradecanoyl)-D-glucosamine*UDP-3-<i>O</i>-(3-hydroxytetradecanoyl)glucosamine*UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-D-glucosamine;790.671;C29 H50 N3 O18 P2 ;CCCCCCCCCCCC(CC(OC3(C(C(OP(=O)([O-])OP(=O)([O-])OCC1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2)))OC(C3O)CO)[N+]))=O)O;BIGG:u3hga*BIGG:47227*CHEBI:71573*PUBCHEM:25244806*LIGAND-CPD:C06022;EC-2.3.1.191;a (3R)-3-hydroxymyristoyl-[acp] + a (3R)-3-hydroxymyristoyl-[acp] + UDP-3-O-(3-hydroxymyristoyl)-alpha-D-glucosamine  ->  a holo-[acyl-carrier protein] + UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine + a holo-[acyl-carrier protein] + H+ + H+;lipid IVA biosynthesis
CPD-1125;(R)-amygdalin;(R)-amygdaloside*(R)-laenitrile*amygdalin*(R)-&alpha;;;;;;;
CPD-15024;quercetin 3-O-gentiobioside-7-O-rhamnoside;quercetin 3-<i>O</i>-[glucopyranosyl(1->6)glucopyranoside]-7-<i>O</i>-rhamnopyranoside*quercetin 3-<i>O</i>-glucosyl(1->6)glucoside-7-<i>O</i>-rhamnoside;772.666;C33 H40 O21 ;CC6(OC(OC5(=CC2(=C(C(=O)C(=C(C1(=CC(O)=C(O)C=C1))O2)OC3(OC(C(C(C3O)O)O)COC4(C(C(C(C(O4)CO)O)O)O)))C(=C5)O)))C(C(C6O)O)O);PUBCHEM:90657553;EC-2.4.1;quercetin-3-gentiobioside + UDP-beta-L-rhamnose  ->  quercetin 3-O-gentiobioside-7-O-rhamnoside + UDP + H+;quercetin glycoside biosynthesis (Arabidopsis)
CPD-8657;cyclo-dopa glucuronosyl glucoside;;531.426;C21 H25 N1 O15 ;C(C3(C(C(C(C(OC1(=CC2(CC(NC(C=C1O)=2)C([O-])=O)))O3)OC4(C(C(C(C(O4)C([O-])=O)O)O)O))O)O))O;PUBCHEM:122706642*PUBCHEM:25246065;RXN-8485;cyclo-dopa glucuronosyl glucoside + betalamate + 2 H+  ->  amaranthin + H2O;amaranthin biosynthesis
CPD-8635;bracteatin 6-O-glucoside;;464.382;C21 H20 O12 ;C4(OC3(C=C2(OC(=CC1(C=C(O)C(O)=C(O)C=1))C(=O)C2=C(C=3)O)))(OC(CO)C(O)C(O)C(O)4);PUBCHEM:23724746*LIPID_MAPS:LMPK12130043*CHEBI:66907*PUBCHEM:25203555*LIGAND-CPD:C16410;EC-1.21.3.6;2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + oxygen  ->  bracteatin 6-O-glucoside + H2O;aurone biosynthesis
CPD-14734;benzyl alcohol 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside;benzyl &beta;;;;;;;
CPD-14960;kaempferide triglycoside;kaempferide 3-<i>O</i>-&beta;;;;;;;
CPD-14822;quercetin-3-gentiotetraside;;950.808;C39 H50 O27 ;C(O)C1(OC(C(O)C(O)C(O)1)OCC2(OC(C(O)C(O)C(O)2)OCC3(OC(C(O)C(O)C(O)3)OCC4(OC(C(O)C(O)C(O)4)OC5(C(C7(=C(OC=5C6(C=CC(O)=C(O)C=6))C=C(O)C=C(O)7))=O)))));PUBCHEM:90657568;EC-2.4.1;UDP-alpha-D-glucose + quercetin-3-gentiotrioside + UDP-alpha-D-glucose  ->  UDP + quercetin-3-gentiotetraside + UDP + H+ + H+;quercetin gentiotetraside biosynthesis
CPD-14916;(R)-3-hydroxyoctanoyl-CoA;(R)-3-hydroxyoctanoyl-CoA*(3<i>R</i>)-3-hydroxyoctanoyl-CoA;905.7;C29 H46 N7 O18 P3 S1 ;CCCCCC(CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)O;REFMET:3-hydroxyoctanoyl-CoA*BIGG:3hocoa*PUBCHEM:46173319*CHEBI:74279;EC-1.1.1;(R)-3-hydroxyoctanoyl-CoA + NAD+  ->  3-oxooctanoyl-CoA + NADH + H+;6-gingerol analog biosynthesis (engineered)
CPD-14731;geranyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside;geranyl &beta;;;;;;;
RUTIN;rutin;quercetin 3-<i>O</i>-[&alpha;;;;;;;
CPD-10280;lignoceroyl-CoA;;1114.129;C45 H78 N7 O17 P3 S1 ;CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1(C(OP(=O)([O-])[O-])C(O)C(O1)N3(C=NC2(C(N)=NC=NC=23))))=O;REFMET:Tetracosanoyl-CoA*CHEBI:65052*PUBCHEM:25201814;EC-2.3.1.199;lignoceroyl-CoA + malonyl-CoA + H+  ->  3-oxo-cerotoyl-CoA + CO2 + coenzyme A;very long chain fatty acid biosynthesis II
CPD-9203;N-debenzoyl-(3'-RS)-taxol;3'-N-debenzoyltaxol*13-O-3-phenylisoserinoyl baccatin III*3'-N-debenzoyl-taxol;750.818;C40 H48 N1 O13 ;CC4(C(OC(=O)C(O)C([N+])C1(=CC=CC=C1))CC3(O)(C(OC(=O)C2(C=CC=CC=2))[CH]5(C(C)(C(=O)C(OC(C)=O)C(C(C)(C)3)=4)C(O)CC6(OCC(OC(=O)C)56))));PUBCHEM:25201816*CHEBI:63862*REFMET:3'-N-debenzoyltaxol*CHEBI:63863*PUBCHEM:56927985*METABOLIGHTS:MTBLC63862*LIGAND-CPD:C16524;EC-2.3.1;N-debenzoyl-(3'-RS)-taxol + benzoyl-CoA  ->  taxol + coenzyme A + H+;taxol biosynthesis
FERULOYL-COA;feruloyl-CoA;<i>trans</i>-feruloyl-CoA;939.674;C31 H40 N7 O19 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC1(C=C(OC)C(O)=CC=1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-];REFMET:trans-feruloyl-CoA*CHEBI:57276*PUBCHEM:44229137*LIGAND-CPD:C00406;EC-4.2.1.101;feruloyl-CoA + H2O  ->  4-hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA;capsaicin biosynthesis
